"asp_north","Elev.skewn","Int.skewne","Int.P70","All_mode","Return.3.c","Elev.IQ","Elev.P40","Int.P40","Total.firs","elevation","center.X","center.Y"
1.58457708828736,-0.1354,1.7864,5,53,0,4.8833,9.6567,2,210,909.205993652344,443870,4691430
1.68994256996958,-0.3631,2.026,5,71,0,2.7785,9.2185,2,208,909.567993164062,443890,4691430
1.68994256996958,-0.1717,2.7357,8,85,0,4.4516,8.8458,3,230,909.567993164062,443910,4691430
1.62815138438814,-0.679,1.7099,6,85,0,3.3124,10.7376,2,232,910.554992675781,443930,4691430
1.35891407732821,-0.2493,1.6461,7,37,0,2.6949,11.2038,3,211,913.786987304688,443950,4691430
1.11605257865763,-0.504,2.1349,7,81,0,2.8189,11.5714,3,210,914.939025878906,443970,4691430
1.11501090701152,-0.5677,1.7428,8,60,0,3.14,10.2911,3,225,916.515014648438,443990,4691430
0.484133571326346,0.2248,1.1655,16.4,111,0,4.2051,6.0667,4.4,287,860.684020996094,442010,4691410
0.566096503225922,-0.1223,1.9764,11.1,12,0,5.5132,6.1998,6,242,860.440979003906,442030,4691410
0.641936928698787,NA,NA,NA,0,0,NA,NA,NA,231,859.25,442050,4691410
0.357852056332919,0.3263,1.6923,9.1,40,0,2.859,8.0474,3,213,860.081970214844,442070,4691410
0.768858182795696,-1.0694,0.9663,18.8,28,0,2.4364,10.1652,6.8,213,859.908020019531,442090,4691410
0.768858182795696,0.2392,0.95,18,25,0,3.1982,6.1802,6,217,859.908020019531,442110,4691410
0.823018296760457,1.7967,0.8251,19.1,30,0,2.6224,4.9294,8.6,210,860.010009765625,442130,4691410
0.87359962724374,0.5425,0.8451,21.1,127,0,4.8218,7.2534,8,206,860.185974121094,442150,4691410
0.913129863210122,0.3023,1.3827,15.1,61,0,2.1297,5.4784,4,211,860.255981445312,442170,4691410
0.91186702334687,0.1174,0.9333,14.9,43,0,4.8907,7.1003,7,227,860.27099609375,442190,4691410
0.91186702334687,0.1659,1.1587,9.2,10,0,3.4828,7.2181,3,208,860.27099609375,442210,4691410
0.79734571292922,-1.0649,1.4921,11,24,0,4.2432,11.8906,4.4,224,860.526977539062,442230,4691410
0.550189815462335,-1.3662,0.7428,16.4,63,0,3.1233,17.3103,7,219,860.880981445312,442250,4691410
0.393993046830984,-1.9604,1.0843,15,125,0,2.6697,18.1337,4.6,252,861.588012695312,442270,4691410
0.406646573869529,-0.1733,2.124,9,177,0,15.6577,11.2248,3,246,862.007995605469,442290,4691410
0.406646573869529,-0.6099,0.7251,22,48,0,3.9116,9.631,5,239,862.007995605469,442310,4691410
0.5793450981164,-0.8311,1.1045,18.4,8,0,3.9628,10.6278,5,225,863.318969726562,442330,4691410
0.634258225633861,-1.1324,1.0217,19,32,0,4.3323,12.3886,4,225,864.692993164062,442350,4691410
0.429869068136218,NA,NA,NA,0,0,NA,NA,NA,229,866.148010253906,442370,4691410
0.406548261818898,0,0,6.2,1,0,0.5728,4.3823,4.4,220,867.432006835938,442390,4691410
0.406548261818898,-0.4953,0.8578,7,13,0,1.9176,5.7308,3.2,221,867.432006835938,442410,4691410
0.892248791455239,1.4176,0.7233,18.6,69,0,2.1113,5.0993,5.6,191,867.630004882812,442430,4691410
0.777708206390901,0.4076,0.8701,16,105,0,1.7776,6.4379,7.2,238,867.236999511719,442450,4691410
-0.0422683246441731,0.5064,1.6903,8,85,0,4.5552,8.4079,3,259,867.695007324219,442470,4691410
-0.571720609463372,-0.3669,1.9227,7,90,0,5.3733,11.0941,3,248,867.7919921875,442490,4691410
-0.571720609463372,0.5319,2.5785,7,176,0,5.5666,7.2103,2.6,244,867.7919921875,442510,4691410
-0.494062069273868,0.354,2.9176,6,116,0,3.353,5.9048,2,252,867.809020996094,442530,4691410
-0.0329649648894749,0.1041,3.808,4,74,0,2.7985,5.9572,2,270,867.81298828125,442550,4691410
0.395302046408558,0.1996,1.2585,14,182,0,3.9283,6.5286,4,386,867.268005371094,442570,4691410
0.346843870328515,0.3817,1.555,12,162,0,4.2542,6.1581,3,228,867.60302734375,442590,4691410
0.346843870328515,0.1806,1.3683,13.8,69,0,3.5025,7.3383,4.6,167,867.60302734375,442610,4691410
0.487275046129634,-0.166,1.7186,12,74,0,2.5431,7.2152,4,144,867.705017089844,442630,4691410
0.575648282432673,0.3918,2.0962,11,84,0,3.8651,5.8513,4,138,867.926025390625,442650,4691410
0.688454417866908,0.1838,2.119,7,82,0,3.1764,5.8271,3,175,868.377014160156,442670,4691410
0.728544463342351,0.8199,2.1728,6,133,0,2.5252,5.3535,3,264,868.336975097656,442690,4691410
0.728544463342351,0.1738,2.9841,4,236,0,2.8513,5.7294,2,375,868.336975097656,442710,4691410
0.763381667053594,0.5216,2.8689,3.3,100,0,3.5074,6.3879,2,267,868.366027832031,442730,4691410
0.886004468604151,-0.0921,3.9406,4.4,29,0,3.2886,6.4015,2,214,868.547973632812,442750,4691410
0.965763187047617,0.2047,3.0376,3,145,0,3.8913,6.7002,2,210,868.689025878906,442770,4691410
0.932256597977133,0.1934,2.3563,5.7,103,0,3.6257,7.2551,3,184,868.864990234375,442790,4691410
0.932256597977133,0.1964,1.4274,16,125,0,7.4542,8.4978,3,174,868.864990234375,442810,4691410
0.925077867142619,-0.2861,1.0911,18,111,0,4.6658,12.9275,8,180,869.237976074219,442830,4691410
0.937779752793757,0.2636,1.4344,18.3,104,0,5.1196,9.7502,5,201,869.419006347656,442850,4691410
0.96976377493524,-1.0778,1.0507,16,110,0,3.1714,13.6656,4,200,869.789001464844,442870,4691410
1.05155839631106,-0.5009,1.3871,17,106,0,3.5552,13.0557,6,194,870.090026855469,442890,4691410
1.05155839631106,-0.8365,1.2456,12,119,0,3.7367,12.73,4,216,870.090026855469,442910,4691410
1.05200469188359,-0.6909,2.3323,13,57,0,3.5729,11.0717,4,196,870.635986328125,442930,4691410
1.07859511888217,0.0692,1.7669,7,17,0,3.7791,6.6721,3,211,871.314025878906,442950,4691410
1.06927761020212,-0.0243,3.1596,7,114,0,2.9724,6.5888,3,207,871.828979492188,442970,4691410
1.10534713275709,0.0125,1.3167,9,30,0,3.1868,6.0487,3,242,872.880004882812,442990,4691410
1.10534713275709,0.4292,1.8803,10,26,0,3.1922,5.2832,4,253,872.880004882812,443010,4691410
1.06582189675302,-0.0868,0.8981,10.2,18,0,1.5524,4.917,4.2,276,873.632995605469,443030,4691410
1.336215529419,0.1643,0.5105,16.6,2,0,0.4302,3.2949,6,267,876.338012695312,443050,4691410
1.69241454466019,-0.6985,0.473,19,8,0,1.6916,7.1229,10,246,876.697021484375,443070,4691410
1.59519741778782,-0.3324,0.9674,18,24,0,2.242,6.8046,7,218,877.927001953125,443090,4691410
1.59519741778782,-0.6125,0.9873,13.3,50,0,2.6785,7.7672,6,217,877.927001953125,443110,4691410
1.34259935435478,-0.3296,1.3661,11,10,0,3.5528,6.3275,4,210,878.744018554688,443130,4691410
0.911502740693134,0.5355,2.3247,10.7,68,0,2.4341,4.8095,4,211,879.1669921875,443150,4691410
0.722243558846627,-0.1332,1.8281,11,40,0,2.9206,6.4204,4,195,880.017028808594,443170,4691410
1.01185721134514,-0.2206,1.4994,10.7,50,0,3.0927,6.8623,4,218,882.768981933594,443190,4691410
1.01185721134514,-0.3333,1.3485,11,37,0,3.3349,6.6965,5,228,882.768981933594,443210,4691410
1.16672631197911,0.118,0.4622,17,51,0,2.7261,7.0736,7,221,883.427001953125,443230,4691410
0.326608427370649,0.1677,1.3868,18,56,0,2.5691,5.7233,7.6,218,883.955017089844,443250,4691410
-0.859637404067308,0.5411,1.2894,19,12,0,2.9784,5.6297,7,208,884.656005859375,443270,4691410
-1.18778194283806,0.1356,0.8781,17.4,21,0,2.9709,5.2122,5,197,884.057983398438,443290,4691410
-1.18778194283806,0.1307,1.8054,12.8,25,0,3.8935,6.2532,5.6,214,884.057983398438,443310,4691410
-0.834060763615448,1.4952,0.051,10,4,0,0.1198,3.3114,8,227,885.288024902344,443330,4691410
-0.221989078583438,0.2874,0.64,15.2,36,0,1.6294,4.2339,7.4,259,885.585998535156,443350,4691410
0.634754253071441,0.2722,1.5644,7.5,85,0,4.2436,6.4918,3,212,885.997009277344,443370,4691410
1.06131096725834,-1.0425,2.0219,7,45,0,2.5725,10.142,3,163,886.385986328125,443390,4691410
1.06131096725834,-0.7456,2.5441,7.8,79,0,2.3955,10.4657,3,158,886.385986328125,443410,4691410
1.21596280443435,-0.588,1.5868,8,38,0,2.2881,10.8276,3,152,886.870971679688,443430,4691410
1.3196556135011,-0.3762,1.9371,10,84,0,2.5866,10.1498,4,135,887.388977050781,443450,4691410
1.25824527772119,-0.4947,1.7243,6,19,0,3.0931,10.8287,3,131,888.797973632812,443470,4691410
1.25950988410905,-0.5322,2.8988,6,27,0,3.209,11.0631,2,130,891.385009765625,443490,4691410
1.25950988410905,-0.2568,1.974,7,67,0,1.991,10.0542,3,122,891.385009765625,443510,4691410
1.25789588717118,-0.4248,1.6157,7,66,0,1.8777,9.7334,3,130,893.038024902344,443530,4691410
1.20673799666773,-0.4734,2.4912,5,65,0,2.6314,9.9959,2,167,894.984985351562,443550,4691410
1.38723478933511,-0.3515,1.6826,8,47,0,2.5538,11.4779,3,203,896.530029296875,443570,4691410
1.60624085446748,-1.1252,1.6598,8,52,0,2.2687,12.6266,3,211,897.549011230469,443590,4691410
1.60624085446748,-0.4112,1.3322,7,60,0,2.3683,12.2626,3,209,897.549011230469,443610,4691410
1.70451252434724,-0.1745,1.3681,8,93,0,2.3082,12.4102,3,207,898.606018066406,443630,4691410
1.39436069153512,-0.145,2.1249,7,100,0,2.3188,12.0162,3,207,898.244018554688,443650,4691410
1.24521264054518,-0.3588,1.4536,7,105,0,1.9481,11.65,4,207,901.197998046875,443670,4691410
1.52860390927837,-1.3664,1.417,8,134,0,1.8625,12.1386,3,202,902.468017578125,443690,4691410
1.52860390927837,-0.9469,1.5901,9,46,0,1.8136,12.3723,4,194,902.468017578125,443710,4691410
1.40795616513645,-0.6753,1.725,10,71,0,2.3158,12.2048,3,189,903.642028808594,443730,4691410
1.11917989219138,-0.3254,1.8526,6,66,0,3.3925,8.9982,2,200,906.044006347656,443750,4691410
1.22211306858543,-0.605,2.0911,6.7,38,0,2.8615,9.7251,3,177,907.679016113281,443770,4691410
1.43868190985182,-0.7871,1.5739,9,53,0,2.6102,11.1938,4,208,908.10400390625,443790,4691410
1.43868190985182,-1.2115,1.5501,10.4,91,0,2.1135,12.9049,4,228,908.10400390625,443810,4691410
1.56024746405535,-0.8484,1.425,8.2,61,0,2.8463,10.9674,3,228,908.875,443830,4691410
1.61581004763358,-0.5073,1.191,9,118,0,3.2238,10.8027,3,223,909.35498046875,443850,4691410
1.66410394007432,-0.5256,1.8072,5,61,0,3.1644,10.9526,2,217,910.148010253906,443870,4691410
1.7980945688025,-0.0059,2.7185,4.5,76,0,3.7818,7.3115,3,196,911.080017089844,443890,4691410
1.7980945688025,0.0478,2.0762,7.5,87,0,4.3625,8.2908,3,236,911.080017089844,443910,4691410
1.73216245966266,-0.4086,1.6093,7,31,0,3.4792,9.3951,3,234,913.763977050781,443930,4691410
1.45996884848658,-0.5767,1.7828,6,62,0,2.5184,10.0408,3,204,914.85400390625,443950,4691410
1.2509990207593,-0.5456,2.0295,8,80,0,2.2733,11.253,3,204,915.794982910156,443970,4691410
1.26534034478333,-0.6413,1.8066,10,89,0,2.517,11.1568,4,225,917.210021972656,443990,4691410
0.484133571326346,0.2951,1.1821,12,39,0,7.0183,8.0648,3,275,860.684020996094,442010,4691390
0.566096503225922,1.4164,1.0642,19.4,48,0,2.5747,4.2018,6,220,860.440979003906,442030,4691390
0.641936928698787,-0.7886,0.5571,20,5,0,3.3884,9.0241,9.2,231,859.25,442050,4691390
0.357852056332919,-0.6011,0.8154,18.8,19,0,4.5889,10.3414,4.6,212,860.081970214844,442070,4691390
0.768858182795696,-0.3605,0.7316,13.6,33,0,4.6273,8.2597,5,218,859.908020019531,442090,4691390
0.768858182795696,0.8806,1.0786,14,24,0,2.1907,4.5648,5.6,204,859.908020019531,442110,4691390
0.823018296760457,-0.0076,0.835,14.3,75,0,6.0876,8.879,7,200,860.010009765625,442130,4691390
0.87359962724374,-0.3224,1.2161,11,73,0,4.5971,10.3025,5,213,860.185974121094,442150,4691390
0.913129863210122,0.6167,0.6355,21,93,0,2.0591,6.0766,9,203,860.255981445312,442170,4691390
0.91186702334687,-0.7564,0.9412,20,51,0,4.6141,11.84,7,230,860.27099609375,442190,4691390
0.91186702334687,-0.517,1.2423,14,60,0,5.5133,12.1552,5,220,860.27099609375,442210,4691390
0.79734571292922,-0.7023,1.5175,13.5,16,0,4.9783,11.5973,5,220,860.526977539062,442230,4691390
0.550189815462335,-0.853,0.819,21.7,99,0,4.6464,14.6958,8,228,860.880981445312,442250,4691390
0.393993046830984,-0.5444,1.2231,13,151,0,4.5559,15.6559,5,250,861.588012695312,442270,4691390
0.406646573869529,-0.642,1.5254,10,50,0,9.2487,15.0934,3,244,862.007995605469,442290,4691390
0.406646573869529,-0.8016,1.1029,12.9,39,0,2.5988,10.5934,3,247,862.007995605469,442310,4691390
0.5793450981164,NA,NA,NA,0,0,NA,NA,NA,232,863.318969726562,442330,4691390
0.634258225633861,NA,NA,NA,0,0,NA,NA,NA,218,864.692993164062,442350,4691390
0.429869068136218,-0.3527,-0.1029,12.6,9,0,0.7898,7.3235,9,225,866.148010253906,442370,4691390
0.406548261818898,NA,NA,NA,0,0,NA,NA,NA,161,867.432006835938,442390,4691390
0.406548261818898,0.5828,0.948,7.8,14,0,1.7973,3.5582,4.6,188,867.432006835938,442410,4691390
0.892248791455239,0.416,1.3469,13,98,0,2.3359,6.8857,4,198,867.630004882812,442430,4691390
0.777708206390901,0.8092,1.4292,9,101,0,5.1422,7.1814,2,231,867.236999511719,442450,4691390
-0.0422683246441731,0.7431,1.7456,9,152,0,5.1729,6.3907,3,260,867.695007324219,442470,4691390
-0.571720609463372,0.0232,2.2242,10,82,0,5.5433,8.6458,3,248,867.7919921875,442490,4691390
-0.571720609463372,0.146,1.6348,9.9,190,0,4.2191,8.4752,3,235,867.7919921875,442510,4691390
-0.494062069273868,-0.5939,2.3585,4,77,0,3.5949,8.8254,2,256,867.809020996094,442530,4691390
-0.0329649648894749,0.4459,3.0806,3,182,0,3.6786,5.6985,2,272,867.81298828125,442550,4691390
0.395302046408558,0.6427,2.2829,6,104,0,3.0564,6.0489,2,397,867.268005371094,442570,4691390
0.346843870328515,-0.0684,1.5885,11.5,142,0,4.1334,10.876,3,236,867.60302734375,442590,4691390
0.346843870328515,-0.2202,1.5131,13,84,0,4.3482,10.405,4,175,867.60302734375,442610,4691390
0.487275046129634,-0.3127,1.5432,10,60,0,2.4064,7.4282,3,154,867.705017089844,442630,4691390
0.575648282432673,-0.2838,0.8876,18,22,0,3.3913,6.8603,6,150,867.926025390625,442650,4691390
0.688454417866908,-0.2268,2.1157,9,100,0,3.0827,6.6464,3,182,868.377014160156,442670,4691390
0.728544463342351,0.0633,1.6278,9,105,0,3.5758,6.3906,3,263,868.336975097656,442690,4691390
0.728544463342351,0.0375,2.2344,8,69,0,3.3829,6.1805,3,390,868.336975097656,442710,4691390
0.763381667053594,0.3578,1.9705,7,126,0,3.0736,5.9554,3,290,868.366027832031,442730,4691390
0.886004468604151,0.0401,2.1026,4,30,0,2.5979,5.7713,2,223,868.547973632812,442750,4691390
0.965763187047617,0.2872,2.9225,6,113,0,2.445,5.9994,3,211,868.689025878906,442770,4691390
0.932256597977133,0.1289,6.4499,3,61,0,2.8885,7.1938,2,185,868.864990234375,442790,4691390
0.932256597977133,0.0367,2.4757,6,51,0,4.2271,7.4076,2,173,868.864990234375,442810,4691390
0.925077867142619,0.2877,1.8737,11,121,0,4.1522,7.737,3,183,869.237976074219,442830,4691390
0.937779752793757,0.762,1.2217,19.6,114,0,4.6597,8.8878,5,205,869.419006347656,442850,4691390
0.96976377493524,-0.313,1.9223,14,73,0,4.55,14.3014,4,179,869.789001464844,442870,4691390
1.05155839631106,-1.0836,1.2016,14,70,0,2.4334,14.6706,5,194,870.090026855469,442890,4691390
1.05155839631106,-1.2271,1.117,12,91,0,2.8455,12.9279,4,205,870.090026855469,442910,4691390
1.05200469188359,-1.0288,1.3207,15,69,0,2.5681,11.6555,5,211,870.635986328125,442930,4691390
1.07859511888217,0.4121,1.5693,9.3,81,0,3.2547,5.9875,3,213,871.314025878906,442950,4691390
1.06927761020212,0.1105,1.1042,13,60,0,3.2739,6.0982,5,209,871.828979492188,442970,4691390
1.10534713275709,0.5738,1.2899,13,41,0,2.0837,4.9596,4.4,240,872.880004882812,442990,4691390
1.10534713275709,1.3417,1.7876,7,10,0,0.7297,3.6993,5,265,872.880004882812,443010,4691390
1.06582189675302,NA,NA,NA,0,0,NA,NA,NA,283,873.632995605469,443030,4691390
1.336215529419,NA,NA,NA,0,0,NA,NA,NA,270,876.338012695312,443050,4691390
1.69241454466019,-0.277,0.0663,16.9,7,0,0.7432,3.7871,11.6,243,876.697021484375,443070,4691390
1.59519741778782,0.3898,1.8753,9.2,16,0,2.0973,4.4268,3.4,232,877.927001953125,443090,4691390
1.59519741778782,-0.1057,1.5289,8,23,0,3.1796,6.3177,2.6,208,877.927001953125,443110,4691390
1.34259935435478,-0.4199,1.8001,8.3,33,0,3.481,7.7922,3,209,878.744018554688,443130,4691390
0.911502740693134,0.013,1.265,10,98,0,3.171,5.2886,3,209,879.1669921875,443150,4691390
0.722243558846627,0.2523,1.3794,11,59,0,2.9764,4.8699,6,208,880.017028808594,443170,4691390
1.01185721134514,0.0761,0.7972,17.3,32,0,2.0099,4.9647,8.4,227,882.768981933594,443190,4691390
1.01185721134514,0.5417,0.7631,8.1,3,0,0.304,3.6416,3.8,230,882.768981933594,443210,4691390
1.16672631197911,-0.2197,0.7345,22,7,0,1.5288,5.2167,14.8,228,883.427001953125,443230,4691390
0.326608427370649,0.0297,-0.534,28,22,0,2.2712,4.3254,20.8,217,883.955017089844,443250,4691390
-0.859637404067308,NA,NA,NA,0,0,NA,NA,NA,218,884.656005859375,443270,4691390
-1.18778194283806,NA,NA,NA,0,0,NA,NA,NA,209,884.057983398438,443290,4691390
-1.18778194283806,0.2327,1.2835,14,34,0,2.6549,4.8286,6.6,209,884.057983398438,443310,4691390
-0.834060763615448,0.1888,1.0386,13,15,0,2.3601,5.8822,4,226,885.288024902344,443330,4691390
-0.221989078583438,0.3565,1.7032,8,79,0,3.5809,5.0935,3,256,885.585998535156,443350,4691390
0.634754253071441,-0.5153,1.5227,8,89,0,3.4637,8.6216,3,221,885.997009277344,443370,4691390
1.06131096725834,-0.7303,1.3069,9,44,0,2.393,9.9926,4,170,886.385986328125,443390,4691390
1.06131096725834,-0.6641,1.5687,10,111,0,2.2076,9.9001,3.4,164,886.385986328125,443410,4691390
1.21596280443435,-0.1115,1.3763,8,47,0,3.4194,8.4724,3,151,886.870971679688,443430,4691390
1.3196556135011,-0.4331,1.9815,8,68,0,2.8699,9.8656,4,137,887.388977050781,443450,4691390
1.25824527772119,0.2015,1.5075,7.7,73,0,2.3989,10.8994,3,129,888.797973632812,443470,4691390
1.25950988410905,-0.5443,1.7962,7.7,53,0,2.5471,11.2222,3,122,891.385009765625,443490,4691390
1.25950988410905,-0.6348,1.8438,8,53,0,2.264,10.2918,3,124,891.385009765625,443510,4691390
1.25789588717118,-0.3686,1.5135,12,80,0,2.0804,9.9251,3,131,893.038024902344,443530,4691390
1.20673799666773,-0.3319,1.4329,11.1,49,0,2.7712,10.1974,4,152,894.984985351562,443550,4691390
1.38723478933511,-0.5898,1.5502,9,126,1,3.0609,11.0962,3,207,896.530029296875,443570,4691390
1.60624085446748,-0.8783,1.5595,9,57,0,2.7517,11.8329,3,224,897.549011230469,443590,4691390
1.60624085446748,-0.2566,1.4202,9,58,0,2.796,12.1676,4,210,897.549011230469,443610,4691390
1.70451252434724,-0.467,1.5545,7.7,122,0,2.0849,12.273,3,205,898.606018066406,443630,4691390
1.39436069153512,0.0595,1.5638,9,154,0,2.7588,12.1908,3,210,898.244018554688,443650,4691390
1.24521264054518,-0.5627,1.5902,9,84,0,2.3235,11.9842,3,220,901.197998046875,443670,4691390
1.52860390927837,-0.8369,1.4612,8,56,0,2.0561,11.9186,3,200,902.468017578125,443690,4691390
1.52860390927837,-0.8236,1.6431,8,110,0,1.6769,12.8061,3,195,902.468017578125,443710,4691390
1.40795616513645,-0.6862,1.3249,11,48,0,2.5356,11.1842,3.8,198,903.642028808594,443730,4691390
1.11917989219138,-0.8091,2.2566,8,87,0,2.537,10.8555,3,184,906.044006347656,443750,4691390
1.22211306858543,-0.7605,1.7356,9,114,0,3.2467,10.1918,4,196,907.679016113281,443770,4691390
1.43868190985182,-0.2525,1.3575,8,64,0,3.5183,8.7295,3,197,908.10400390625,443790,4691390
1.43868190985182,-0.7233,1.1535,11,127,0,3.2867,10.699,4,230,908.10400390625,443810,4691390
1.56024746405535,-0.1735,1.5562,9,116,0,2.9774,10.9307,3,226,908.875,443830,4691390
1.61581004763358,-7e-04,1.7093,9,112,0,2.8921,10.4017,4,232,909.35498046875,443850,4691390
1.66410394007432,-0.5637,1.3423,8,27,0,3.8631,10.7817,3,225,910.148010253906,443870,4691390
1.7980945688025,-0.4727,1.8676,5,38,0,5.239,9.9632,2,206,911.080017089844,443890,4691390
1.7980945688025,0.2002,3.2406,8,83,0,3.6285,8.1994,2.6,222,911.080017089844,443910,4691390
1.73216245966266,-0.6145,1.5523,9,82,0,2.9071,9.6255,3,243,913.763977050781,443930,4691390
1.45996884848658,-0.0592,1.6421,6,39,0,3.122,9.3847,2,213,914.85400390625,443950,4691390
1.2509990207593,-0.8318,1.9879,6,66,0,2.4906,11.3345,3,207,915.794982910156,443970,4691390
1.26534034478333,-0.7646,1.6849,9,139,0,2.1935,12.1383,3,221,917.210021972656,443990,4691390
0.609904668082752,0.4404,1.482,9,157,0,9.2425,9.4819,3,268,860.736022949219,442010,4691370
0.415816886171652,0.3715,0.9099,15.8,92,0,6.6327,5.4654,5,217,860.273010253906,442030,4691370
0.582768898330558,0.2663,3.5796,6,77,0,4.0835,6.1352,3,222,858.976013183594,442050,4691370
0.367541945143942,0.2979,1.9838,7,15,0,3.361,8.1163,2,217,860.333984375,442070,4691370
0.8247033462165,0.0889,1.1059,11.5,25,0,3.0836,5.6798,5,202,860.219970703125,442090,4691370
0.8247033462165,0.0878,1.9621,8.8,74,0,5.1809,6.9228,3,204,860.219970703125,442110,4691370
0.884915278170097,0.5437,0.1791,21.7,45,0,1.8691,4.4685,9.4,207,860.297973632812,442130,4691370
0.846442789075799,0.3371,1.5528,11,74,0,4.0072,7.3642,4,203,860.362976074219,442150,4691370
0.828826804958231,0.4217,0.721,20.1,124,0,3.0915,7.8985,7,221,860.585021972656,442170,4691370
0.892705460288514,-0.1461,0.5882,20,68,0,4.266,11.1565,9,216,860.817993164062,442190,4691370
0.892705460288514,-1.0451,1.386,11,93,0,4.3325,13.323,3,224,860.817993164062,442210,4691370
0.872199624261477,-0.604,0.9438,16,40,0,5.0824,12.968,6,209,860.867004394531,442230,4691370
0.626462917664201,-0.4431,0.9166,19,41,0,5.803,12.2032,7,236,861.22998046875,442250,4691370
0.366045227266871,-0.2533,1.0928,14,14,0,4.8607,9.4711,6,244,861.734985351562,442270,4691370
0.193448179942276,1.1265,1.0277,13,144,0,3.5333,6.2848,4,237,862.2080078125,442290,4691370
0.193448179942276,-0.537,1.2585,7,9,0,3.5035,11.4952,3,235,862.2080078125,442310,4691370
0.232127204758128,NA,NA,NA,0,0,NA,NA,NA,236,863.72802734375,442330,4691370
0.267073247134163,1.0961,0.6629,23,23,0,1.793,3.3494,9,219,865.033020019531,442350,4691370
0.104017804982111,0.2144,1.0837,14,23,0,4.201,7.5102,4,205,866.369018554688,442370,4691370
-0.0404764469062251,0.8966,0.1441,20.7,16,0,0.7938,4.5393,9.6,219,867.258972167969,442390,4691370
-0.0404764469062251,0.6879,2.5522,6.5,45,0,4.5667,4.5782,2,217,867.258972167969,442410,4691370
0.481559037424761,1.2477,1.4668,11,78,0,3.6007,5.4135,3,211,867.947998046875,442430,4691370
0.799796324957321,0.4265,1.7162,9,121,0,5.9856,8.0324,3,220,867.526000976562,442450,4691370
0.517287502303219,0.4685,1.8525,10,164,0,6.0556,6.2448,3,247,867.543029785156,442470,4691370
-0.400781119676997,0.2115,1.609,8,130,0,6.491,7.3586,3,257,867.405029296875,442490,4691370
-0.400781119676997,-0.4095,2.7572,3.3,139,0,3.4942,7.9624,2,244,867.405029296875,442510,4691370
-0.409330060335247,-0.3609,2.7001,4,76,0,2.8167,8.6225,2,253,867.3759765625,442530,4691370
0.328133017034085,0.5705,1.817,7,80,0,2.5751,5.2826,2,280,867.698974609375,442550,4691370
0.722838421677257,-0.0627,1.3324,11.4,120,0,5.2497,8.2886,3,412,867.635009765625,442570,4691370
0.666445368185416,-0.3796,1.5614,10,109,0,4.3796,12.633,4,246,867.768005371094,442590,4691370
0.666445368185416,-0.5354,2.4204,11,133,0,2.8474,10.237,3,170,867.768005371094,442610,4691370
0.614174496179346,-0.8154,1.531,16,69,0,2.3518,9.896,5,155,867.885986328125,442630,4691370
0.629628730404867,0.226,1.7864,10,86,0,3.9332,5.427,3,144,868.148010253906,442650,4691370
0.66243616313782,-0.245,1.8311,7,17,0,2.9191,6.7947,3,180,868.377990722656,442670,4691370
0.868194077755517,-0.399,2.545,7,49,0,3.5485,7.4156,3,260,868.473022460938,442690,4691370
0.868194077755517,0.2333,1.284,14,177,0,2.9689,6.2373,4,388,868.473022460938,442710,4691370
1.0806390823826,-0.1566,0.9185,19,61,0,3.9529,5.3267,5.2,309,868.72802734375,442730,4691370
1.22288822871398,0.1285,1.0195,8,24,0,1.1125,4.8426,3,219,869.008972167969,442750,4691370
1.32058119353588,-0.2143,2.0373,5,34,0,3.3414,6.6044,2,205,869.190002441406,442770,4691370
1.34966272349539,4.4515,3.3131,4,97,0,3.0177,6.6733,2,172,869.302978515625,442790,4691370
1.34966272349539,-0.2778,4.0449,4,64,0,4.0843,8.0929,2,175,869.302978515625,442810,4691370
1.43204775978036,-0.8026,2.8557,4,79,0,2.9953,10.7495,2,183,869.755981445312,442830,4691370
1.48783347291392,-0.3011,2.6806,7,46,0,4.6234,10.0346,2.6,214,869.984985351562,442850,4691370
1.38223298859753,0.1093,1.7869,11,121,2,8.3009,10.0189,3.8,197,870.440002441406,442870,4691370
1.29376620098073,-0.9112,1.0571,15,121,0,3.3585,14.1835,5,194,870.901000976562,442890,4691370
1.29376620098073,-1.3728,1.1398,15.8,61,0,2.98,14.2988,4.6,199,870.901000976562,442910,4691370
1.30149527723429,-0.696,1.1803,12.6,66,0,3.7011,12.0319,3,207,871.460021972656,442930,4691370
1.28603866374593,-0.0425,1.0395,12.3,27,0,5.9349,7.6855,3,228,872.086975097656,442950,4691370
1.2393215654582,0.6576,1.1063,14,46,0,2.5549,4.4836,5,208,872.846008300781,442970,4691370
1.22257715699433,0.4897,1.3614,13.7,49,0,2.7889,4.566,4,226,873.666015625,442990,4691370
1.22257715699433,0.9611,1.3206,11,19,0,2.6249,3.9556,7.6,265,873.666015625,443010,4691370
1.13419583757224,NA,NA,NA,0,0,NA,NA,NA,286,875.237976074219,443030,4691370
1.26480499134213,NA,NA,NA,0,0,NA,NA,NA,276,877.442993164062,443050,4691370
1.38889877382616,0.2333,1.0128,13.6,18,0,1.7664,3.6426,3,245,878.155029296875,443070,4691370
1.1114684334715,0.2585,1.5174,9,65,0,2.8519,5.2015,4,228,879.151977539062,443090,4691370
1.1114684334715,-0.1809,1.0131,14,71,0,2.9042,6.4446,6,213,879.151977539062,443110,4691370
